Incidence,ID
3319.5874,78c10fb
3181.689,b22ef7f
3281.3289,ef24e7f
3468.8362,d197d26
3651.1245,77c6ece
3356.6973,070e6f1
3166.809,9efaf4c
3150.9553,019a08e
2640.3115,21b1c9f
2712.7988,986c331
2715.5024,a51f3ed
2544.6177,31fe347
2364.2656,27a2ab0
2346.2502,bdcedec
3410.1133,006856b
3562.8535,51928a1
3604.2952,75fa097
3430.4993,55f7e1a
3212.687,2bdd35e
3110.1433,8025e9f
3531.6917,56ffb40
3803.142,615a480
3830.6772,769630a
3661.371,aceb872
3378.877,1567e81
3160.683,1565b10
3346.1519,97eca49
3408.5315,76d8335
3328.6133,5496be4
3220.8696,079fd33
3210.1772,3b7babe
3162.0208,830f896
3346.839,4ef308c
3428.2578,f1215b9
3502.5728,e54d0c4
3424.7412,e7feb07
3343.9365,c42d89c
3313.8967,0fa8ee1
3536.4067,e443efe
3814.9172,4a8adff
4008.3284,75476dc
3834.8896,ef3f196
3554.438,bbdd023
3395.8062,11dabcc
3438.871,6bd66a0
3712.3105,4891d81
3850.0505,7e695bf
3688.2842,09fd59d
3463.41,42c09bd
3341.5996,584d418
3449.888,01063a6
3739.6143,a032ab9
3962.2349,64e02f3
3842.211,1dfb4ad
3515.6426,aff7030
3372.1992,9d4e995
3634.4146,1d239e0
3977.8374,924bc5a
4201.9424,c3722df
4094.5093,2c0a3cf
3749.497,87ab97d
3586.6177,1096910
3989.0005,55fa901
4574.6963,c1702cb
4979.044,e379504
4854.774,783e057
4377.7295,6d10917
3978.4705,93adacb
5588.407,db7a6a3
6023.333,570d4b6
6462.617,8850167
6397.701,dfc13a5
5906.482,9e85e80
5510.1484,5a2934c
4274.559,4e98783
4810.631,cd95ada
5180.044,4305cd1
5029.454,8baf2e1
4529.238,f5d29f8
4081.3884,551ee64
4000.42,85c2a82
4677.734,e9289d8
5024.169,261f78e
4901.3906,56a3744
4426.6353,fd69d2c
4059.9443,c5d7282
4577.4697,a4d4650
5599.8867,8b2731a
6190.841,6802d71
6091.58,98213c0
5263.721,218ebe2
4614.117,fb93b5f
3462.9775,f2f536b
3828.4287,14860e7
4180.6064,f7e2f1b
4080.0806,d674788
3677.5493,c6bad08
3464.3293,5589c38
4154.865,287c19b
4788.916,3e194a5
5242.395,02b3ba7
5118.1396,ae0cb88
4530.756,eebcb26
4102.908,cded2ab
23301.186,21ca46d
25498.355,6385b09
26506.424,f155189
26305.504,afd775c
24447.99,d8537a6
22350.488,65c81b1
5463.5996,c75a1da
6586.181,16e7d3f
7536.034,e3922f4
7441.9077,328e50f
6547.63,7428a25
5584.441,bf3ce63
5288.4263,a4dfe68
6233.505,7935657
7066.14,1b6013b
6948.4487,d302f61
6124.9106,bc251c8
5262.571,b0676ac
4808.8535,c112573
5751.558,ea12f66
6543.7725,9e7b3f6
6426.14,62b0529
5491.581,de655f6
4708.883,0aa57c8
3964.8418,dcaf397
4171.4355,8d8a8fa
4343.3135,5e78b01
4054.3398,51509f1
3478.7622,7320d87
3310.409,85ae3ce
3673.8962,5eba476
3966.6863,a44f659
4008.268,27ebf99
3972.6467,39b5598
3628.2903,ded1b3a
3376.209,6daa2bc
3396.1377,469db6d
3662.0613,f215fb3
3864.7534,537c41e
3664.038,cfc80d2
3584.782,976698e
3305.917,a9f3eea
3337.0781,40f420c
3458.538,039d32c
3846.0918,ab64c01
3253.2832,5583069
3166.5117,07f551e
3246.6047,04ca339
3393.2383,e4e2915
3457.0151,4506929
3403.319,394a10b
3240.9019,26d6c16
3111.6619,15ead00
3167.2827,540bba4
3388.165,8298c39
3398.94,7f9ddec
3702.171,77a3906
3640.3105,90f3ebc
3290.5469,f7b1542
3106.043,bb10131
3416.0537,9eed0c2
3478.2522,700a6a8
3080.4658,baa3dc5
3148.2827,76a3c2a
3058.878,9e2e0d2
2909.5757,e850603
3289.4846,ec35891
3501.537,61a2588
3431.7507,b74092b
3236.4473,3770bbc
3224.6265,14f6dcf
3075.5254,f523f4c
3398.0957,1382ee5
3448.8857,6aedba6
4040.7632,80d1c37
3577.571,17bbf1d
3382.3596,c81cc59
3195.2275,a11a275
3532.571,814f04c
4038.3242,6abe1b8
4052.338,da0e6a8
3903.7612,ee2a31e
3445.389,2055a80
3403.0962,8fdd1e8
3439.9385,cf9ca45
3743.5625,a38a128
4015.0928,f99e392
3860.15,8d91e08
3427.954,3a5e13a
3248.6638,a92d8a9
3323.4602,eeb67df
3375.2148,95782e1
3522.6536,f2415c7
3415.5562,2423025
3240.182,27df248
3174.0068,53e301a
3614.5715,e356faa
4045.159,78bf9cb
4343.4663,cb404e7
4173.8687,1ab14cb
3752.5435,d80ac7e
3525.8447,493becc
4712.456,38e2a89
5628.83,8fed3c2
6222.0713,237a1f6
6087.5146,2e0ce4f
5419.0215,769f318
4785.387,0486128
4134.908,915e47c
4751.4204,d2cad09
5176.1475,16698d4
5002.151,bfe174a
4423.744,9f96595
4006.6812,629cb5d
3911.0513,010a375
4427.597,982580c
4644.3477,76c0dd5
4486.6797,075df2a
4013.216,c49d6f5
3677.2603,937193c
4267.671,ff8178e
4886.829,009b792
5362.384,bc14e30
5261.863,6cdc5d9
4612.7773,8caad1f
4216.7217,3f42f90
4052.7437,1c81cb3
4657.032,5a4a47e
5136.2266,6c2a8fa
5013.819,24718b3
4342.0547,125784e
4045.1006,f17688a
4227.21,5ac3100
4866.006,e37c2c3
5256.199,79f8305
5097.5645,7aaf0d9
4543.779,2674aa3
4211.612,e32bd5b
4188.3193,1814427
4857.3975,fc2850e
5296.71,a372567
5174.7856,a2bb60d
4525.9766,2014fce
4090.3428,99fd4b3
3997.1753,f38fb98
4519.921,dc94af5
4915.4775,5450f08
4779.316,70afe40
4260.4346,56d4cf8
3896.7605,78a28c0
5535.9937,13d46be
6607.1953,ad2616c
7385.9155,b497065
7257.586,10410fa
6548.676,8d2cd13
5606.802,188b356
9114.442,2cd369c
10607.382,10206a2
11555.301,91bf3e6
11387.148,ebaffe0
10245.416,c1e2b10
8869.119,5899256
5840.678,6adcdc4
7194.387,0e8d54e
7945.0986,0bcb7c0
7830.76,f91616e
6889.2207,0903bfe
5773.769,4ed6542
5329.884,2930c6c
6378.522,62fa7c9
7298.4053,31154c3
7190.619,3caee94
6223.174,5d99570
5468.7773,6df31c4
5524.5117,a40c575
6792.709,901eafd
7527.2383,fb6d509
7416.834,dacebb8
6579.8394,b51d6b2
5471.5,c6fec4f
5591.959,5ad11f6
6827.203,8ff3d00
7769.2324,93d172e
7648.296,2920675
6627.616,90c1b37
5695.2627,e54953c
6928.418,413461a
8091.244,1b4d6b2
9022.251,a144f4c
8930.8955,ebaee1e
8042.5396,1edc88a
7056.3096,c9b66c8
5458.4473,f4feb9d
6509.709,7ef1f98
7359.1143,ba415d2
7240.9497,a503bc9
6321.8105,a155ae0
5330.5825,3c09780
5200.996,e237dfa
6272.062,3d594eb
7191.224,43ed96b
7070.288,04e5fb5
6061.115,2a27a05
5172.2837,c39b801
3870.1445,fd881a0
4318.9224,a1a3641
4433.1387,072d1c5
4083.2405,25a41fe
3723.3271,d31dea4
3406.4858,e505318
3252.272,af0392c
3383.146,44752bd
3395.897,85f865b
3170.6272,9fafc3b
2949.8916,b596581
2861.4043,c3bc166
3545.7214,1b94497
3778.107,f4c528b
3810.9495,64d3624
3611.3628,f2cc9e8
3334.474,a0d4e19
3107.6875,43a1f14
3171.1135,b6faf44
3330.9417,d67fa4e
3356.7322,91b1a56
3179.0293,2bd5ba6
2970.6045,4ec84ce
2863.059,fc273e0
3136.2173,ac2e29f
3300.537,793b0ae
3312.6858,e7a688d
3137.0642,044d71e
2938.8733,8936e40
2833.8865,2bbfa34
3127.2605,13ef427
3202.5273,d00e3ff
3218.7744,ba3ce97
3072.6294,939194e
2933.925,6667289
2871.2136,50d0a63
3795.326,662f7d8
4244.6484,cf2f36d
4514.1797,e22d811
4333.1494,8d79951
3854.572,8aec6e8
3530.6948,187c670
3192.688,fcfdc71
3339.1958,f73e8ff
3288.4636,a251d89
3127.752,7c76260
2975.387,d9bd1a8
2823.1182,b6bb878
3092.1887,0206db6
3161.697,90f5783
3167.3455,0d6b10c
3053.402,bb2c8ed
2911.7715,97e41ed
2835.6152,ff810a4
3332.743,b9a7cd2
3564.69,7cc70ec
3628.5798,9024261
3484.2778,29a885c
3215.57,19ac7af
3028.438,70692b1
3203.0088,53e02a1
3350.9395,ad27f64
3426.9663,970ea49
3260.3247,0d45c94
3047.7715,f641c89
2973.7744,99fed41
3486.0688,3473d0f
3760.5105,28f6bf5
4029.2598,89e754e
3864.81,2f56e8b
3485.3735,b6dd8d5
3320.4592,0acb707
3361.108,e5f7f5f
3604.67,06136b1
3988.9917,4649a28
3851.8884,4e74ac1
3567.0942,24b55ad
3452.309,ad78de5
3373.3203,04b5808
3475.889,88917e1
3714.94,267e59a
3667.3013,d108987
3439.184,e9ec841
3365.171,45c22fd
3871.4517,bcdb1ef
4483.3086,93ce972
4948.732,63e1c01
4839.1406,afc5364
4285.0737,550cbaf
3801.3887,fb2acc4
4324.2065,ec9388b
5019.556,a9145f1
5534.874,e5b3a0a
5426.4424,7b7725f
4836.0,8ebebcf
4184.4873,8dc9457
4261.2646,88d24dc
4827.263,a610d85
5590.163,35b8343
5446.334,bf0a3c4
4686.45,d0b2596
4141.6973,f9d46b9
4573.648,5ffd7e1
5189.0757,351c827
5992.6123,9594a79
5867.256,ed89f40
5137.3477,7d681aa
4556.244,b4a4d24
4396.2607,210b377
5106.3003,7623502
5780.712,8ba85fe
5647.05,3896a67
4972.089,ee24efb
4343.7764,4669f60
3856.799,6894dc4
4488.243,93e7d2d
4825.074,80ae8c3
4654.181,416a426
4156.659,f33523c
3734.0623,126f82d
3913.6729,9a8ba45
4537.3247,a1f91e7
5021.992,af10ed0
4900.644,f271df5
4378.4736,1fe3b48
3944.6729,a4615bc
3820.8064,4bcf457
4370.297,2310dda
4709.2764,a5b3ce3
4540.316,2531708
4027.5686,64f84c5
3673.642,1bdc33b
3622.8374,8d6250d
4135.2544,5cf50cc
4548.6763,043ec93
4386.544,4809ee9
3804.6265,e966a41
3523.025,9c69d4a
4166.9146,776f8c1
5112.2134,1077ac0
5642.3,de1dec7
5508.537,f4058e8
4729.0874,79d0466
4061.3193,344041f
3849.6133,7188c07
4724.1387,a5d2fa4
5270.757,c4873ac
5113.61,343f2f2
4446.863,537ae62
3919.477,66bbc04
4463.698,739123c
5167.2134,59ba538
5697.6416,8569843
5526.3906,55e1798
4828.3926,7d59400
4328.531,b83baad
5394.4756,08de83a
6529.8525,06fb43f
7396.7383,33a2633
7275.802,11c8ada
6174.5264,2122ea5
5338.3267,e488a74
5074.2734,f4f3fc5
6264.8643,98ba478
7112.994,91fc5ea
7005.6187,e4b7bff
6062.5674,269d5f5
5178.801,5e87ed3
8175.0225,08803d3
9805.601,520bc05
10399.534,dc92e6d
10234.108,7232204
9360.193,94d431f
8006.6914,4583c62
4342.5166,900f72c
5228.2256,47090d9
5783.369,54e4df0
5617.8013,3a78b58
4791.812,a299005
3667.2449,f9554af
3918.351,b8515dc
4383.811,6bba15b
4460.768,e16a3c6
4164.4717,90c82ac
3777.5366,52c8be2
3448.7632,8ae0253
3943.553,380f046
4321.745,417fe30
4470.6978,2169b3b
4179.586,2d029d1
3810.7493,7bf6309
3539.8032,42f87b4
3771.7173,3d28bae
4072.2996,95067c9
4283.5366,652c089
4486.6694,7647779
3938.853,f100720
3614.1013,d0eb27d
3374.793,300de3d
3614.1294,9cece62
3858.1714,1eb9792
4054.9424,1df5085
3349.3923,5cbb637
3279.425,0ffe6eb
3343.687,c3faade
3789.1538,e35507c
4530.2,ebee31c
3833.6782,dbda5c9
3390.4365,ae68cdb
3222.7324,ad87bf0
3791.7058,9ac146e
4317.304,5e0f27c
4685.6016,927d69a
4510.4043,b8a5d4d
3922.204,be4deab
3595.832,7819852
3822.9507,6ca1ab2
4256.786,cbb99f0
4635.8486,0e8bee5
4460.485,1be9f88
3847.3018,047a439
3514.538,095755d
3460.4214,7d2e092
3893.2793,a9d71c5
4140.6826,b0ef410
3913.0535,b16a2d8
3398.4048,f5209bf
3161.959,29a2b6f
3510.9338,28cc22e
4013.448,93bb035
4358.4756,0ff10e6
3993.4536,44d130a
3560.404,3dc02c6
3350.251,b98a08f
3457.6162,2b1ad0e
3558.9478,2bb68ae
3916.745,fb02738
3712.0657,8a32d2b
3170.565,0b82138
3233.8884,5e3b8d7
3446.9756,193ad73
3758.7837,929f4e3
4032.219,06c9666
3912.2578,b5864a4
3457.5803,ed4c6b5
3291.4607,f26eb37
3522.8867,aaf9992
3775.8286,4894d11
4047.1157,ffae623
3876.8857,60f1482
3451.99,6b461b9
3228.1108,b8840c4
3717.9373,b4350db
4062.0376,1ebd5c0
4351.376,b46962a
4199.913,b0df938
3748.0383,c32a0bf
3461.664,ad4a2ac
3535.844,9f13744
3783.2866,bb2781d
3981.475,8c2549d
3809.75,27a839f
3474.0854,3b3bcf2
3271.3203,7effe57
3615.2974,0aa8c36
3973.985,0f9c072
4339.869,4918c10
4161.714,535d33c
3704.2627,7513dcc
3488.9907,79205a9
3620.2227,1ec612f
4101.2065,665c96f
4504.283,d50c6d6
4370.7163,e1db582
3806.1152,f227a61
3520.6372,6be9aeb
3492.03,5160b3d
3742.9902,9d446cf
3880.2883,e023963
3686.7544,d0e2efe
3345.0417,168f283
3173.539,f0315fd
3957.1033,b8b94e6
4501.353,d18570d
4954.3877,d6db55b
4783.209,92c0daf
4216.8257,c0973b2
3824.416,e01af88
4185.5986,f6308d8
4856.8467,4f45bfb
5344.6367,39ba29e
5174.144,045f712
4604.285,51d94c4
4179.6865,1e7114e
4609.7197,6c64c1b
5465.5835,3f4d998
6145.7935,472ce0c
6072.0117,1c54eb4
5305.334,0654cbb
4807.795,6e9cff8
3918.6975,7048243
4618.376,b5bbdb4
5178.739,dfe56db
5048.978,0b668b5
4343.837,1ad6a59
3935.4316,5e1e1b5
4826.739,1c8035b
5569.26,35c9161
6135.543,fb3e42c
5993.805,6d32358
5338.7036,aca11ac
4688.2793,2ab2a00
5058.6978,8ca228a
5878.391,0630751
6438.841,af8d359
6292.0034,3896c31
5709.203,3a94cc2
4991.3687,a3000be
5493.2393,680a394
6787.4937,f633fc6
7926.0986,f68f65d
7801.445,5fa3e62
6541.3667,d038b89
5483.682,4789d8d
5260.3223,4582512
6392.7856,2bd5207
7260.308,456d1a1
7133.704,4733310
6163.9917,ab52d54
5238.715,aecda2c
4730.1416,bd7dc26
5637.1016,26bd45b
6293.1377,3be0180
6158.956,83ef4b3
5354.502,cd8bf7e
4786.0747,f6b232b
5340.6123,1439902
6560.315,efe2a55
7526.322,e9be2e6
7432.1953,293eff9
6567.9995,8f873d6
5609.63,9dad691
5236.491,761b987
6430.6016,b00e6e7
7367.1143,92c9e6d
7265.291,209894d
6509.298,e3c2224
5567.843,3213ea1
4887.5176,8689412
5903.3564,9ae5ae5
6773.97,0e9d117
6654.5723,a961b17
5802.668,0488a30
4961.8965,98a47c7
4798.7383,5ec6f0d
5780.368,6cdd701
6696.4023,558b14c
6604.041,7e973f9
5726.1367,3ca68ee
4886.394,822cea2
4337.199,a4b0162
4660.709,302d8cb
4750.045,5758c54
4561.258,ce52a0e
4174.602,9ee5f69
3809.7412,a77723b
4149.16,fb6c009
4572.3276,e1bbdaf
4767.455,05435e8
4550.752,208d647
4174.6504,0540725
3830.387,6271537
3909.3945,0015a2d
4317.618,f43af6c
4515.6914,457d9e5
4325.6465,5f55fae
3857.0054,73b59df
3573.6274,88208e2
3891.7002,37796fd
4343.5996,b499644
4480.372,16e83be
4327.0938,b20c73e
3939.1108,abc5fbc
3706.7888,796cc6f
3587.274,980e147
3899.4817,e24abe7
4120.846,8ef3ba1
3938.4678,a19a474
3537.0195,875594a
3424.2444,d44ef2b
3835.2434,c13ec0f
4405.211,1e05299
4776.692,8e3f62b
4603.204,c7d850d
4039.372,19069c4
3691.2837,836a2f4
4601.7646,e9c7e93
5182.6025,514817b
5470.7495,9366f7a
5303.5547,e750482
4742.158,c76478a
4212.0625,9dbe199
4074.546,5b4b054
4532.164,20dd7a3
4792.509,73a67aa
4618.111,cd46512
4068.5576,206ac29
3665.2744,5f76aae
3884.9446,6b86d03
4197.6055,61f2379
4452.7266,eac1241
4289.7407,4b2a86f
3800.144,939150e
3537.2317,e08ca3d
3897.6216,0f1020f
4251.4795,b278717
4506.393,84862a6
4348.2695,ba14c9e
3829.688,2aaeaa8
3584.5286,6cd0340
3878.9043,02dc52f
4323.271,23eae23
4629.924,45cc14a
4471.0723,47945a7
3908.3389,afbebd9
3571.6802,34c51ca
4186.6313,ec2a1e7
4716.72,74c1fba
5098.8257,1a1c7a4
4944.789,db49687
4393.673,4c9a69e
3997.6084,02f0fbf
3825.14,a14536d
4196.037,e4544a8
4380.8423,d4a9625
4178.634,3c4f957
3727.4932,deb2089
3446.8208,de0f481
3679.647,33ae310
4065.3994,316af48
4241.8423,bf3ec58
4065.3442,acf9be2
3681.2317,e251e77
3496.6323,053edf6
3524.1892,e48bdaa
3713.067,8be8457
3754.502,b3c0d78
3572.4766,9719996
3382.7026,c84c805
3280.6257,19e2490
3675.8242,908f18c
4044.9155,c1016ab
4253.3984,5c45e3e
4032.3127,5df6cae
3615.8225,02722ca
3401.3857,6254013
3909.3389,2027d8a
4449.613,7714527
4771.7695,e16f82d
4599.709,35e9a2f
4046.0757,206ca46
3759.811,9d2247d
3827.4175,96d79c8
4343.6255,a424e85
4681.41,21f1bbd
4509.236,87c8537
3968.7817,1786406
3692.1099,23c6143
3806.4204,fce0e51
4244.126,cc57977
4541.418,58932fd
4370.9326,01316a1
3856.3682,4966608
3594.4546,5a191da
4044.4595,00d88b3
4465.0005,b750436
4854.804,fb64d57
4671.3247,050b749
4069.3313,3b4f9d1
3723.2358,4734f2e
4453.6543,d8628cc
5156.464,1dc524e
5710.698,f9aa114
5539.013,743547e
4808.251,bf5eca8
4322.9434,c9eec87
5038.005,a64b113
5822.951,fe5b73c
6277.003,53e8757
6111.7935,0d2a363
5442.4336,1e3e88b
4866.176,4e61325
5297.618,8179def
6203.1797,46a956c
6620.0254,ba07700
6456.22,61aa616
5748.439,759702d
5122.8896,f10cec5
4589.5444,ecc7e5b
5595.994,957dd8a
6076.692,ee121b6
5911.044,8a815b2
5131.8716,92806bf
4476.659,4cb33fd
5027.412,76ff37d
6025.588,d3d859f
6639.5723,b2b5965
6499.1367,cb6ce80
5685.9766,628722c
4953.6924,6b6f234
4400.5254,8e1405f
5370.645,8ba8c0b
5679.0503,b35ba94
5481.375,8d8aa0e
4744.676,2777446
4095.153,7576b66
4859.319,7b44356
5984.084,2591e59
6695.186,7f33c2a
6568.7227,f73dc5f
5694.9424,817d0bb
4837.12,e16183f
5506.4756,80055f0
6823.284,c47ee03
7397.8223,5c995fe
7236.4834,ee9984e
6524.2744,4e34da4
5581.665,6815f60
5782.449,7dbdd5c
6863.311,c1db3d8
7533.589,48093bc
7386.6904,e6175cc
6639.11,923bc64
5753.3955,a4b0075
4402.168,fee24e6
5205.7334,9f565f7
5852.646,24814f5
5692.2686,f0329bc
4956.171,03a95b6
4422.3804,ccf612a
3112.6992,b333ef3
3671.3662,33b5ed0
3833.3628,3b148a7
3806.8494,38f366b
3208.3845,d104067
2372.063,1ab691c
4012.1091,28f2066
4345.314,da411f6
4570.5444,601b4db
4323.9653,e541785
3778.428,de5d36c
3275.0208,2040b04
3527.3945,e8f674f
4553.204,d582d11
4981.8623,4eaeee1
4816.9414,dbc481f
4089.8044,f611641
2990.2388,8900893
3650.54,d26529a
3861.052,84e1905
3952.184,9fbddcb
3880.8374,c13da2e
3513.1812,8b5a4f5
3376.4463,fa601f6
3346.5176,7df2c70
3463.68,bdf5ba6
3658.2715,c27c0d5
3229.9795,8407afe
3169.4966,fdb1165
3139.3496,6c1f3a4
3362.046,7e44ae8
3456.208,95b60e5
3510.5376,e264ada
3421.6953,60cde2c
3321.168,6cc9eaa
3251.1702,9ea0259
3332.5244,fca2490
3420.322,441d702
3630.6284,fc0fe75
3528.433,c494f32
3394.9023,fbab97d
3347.5627,a93849d
3326.3477,e3e4159
3492.0896,9e017f2
3603.4277,ab5c56f
3327.0996,1a02d90
3156.7014,b99ce08
3099.351,e1e0b3a
3349.149,f33bca5
3454.6733,ccf076f
3570.8445,44792c8
3454.6057,8162a12
3345.4062,84f2f32
3332.484,8371682
3321.148,9f9c0c2
3418.5557,fb6598a
3515.7107,f7d9583
3425.249,22332fc
3234.4014,74e0d52
3222.1675,2a53e73
2982.73,8bd16fc
2932.6587,bdf22ea
2887.6929,115d9f0
2848.912,f42b85f
2762.7368,40beea5
2727.749,5a98d82
3085.309,0dfce8e
3091.0156,a21c686
3107.3584,6ae7628
3042.011,d9e7953
2949.9849,ad449fa
2923.5083,9c44a6d
3152.6084,cbf5f64
3169.4424,1b66b37
3124.787,70935de
3053.5593,e54ba45
3005.0205,96ab2a0
2965.207,649d615
3407.0273,5d5cbbb
3540.9375,731acd6
3583.2178,4b55f29
3522.219,e856648
3422.0857,514f400
3316.3237,330b5f1
3559.5847,cb83102
3954.2476,d49ff58
4150.619,03b0da3
4042.37,45acecf
3808.1934,caaf559
3591.085,8b8b367
3538.4346,39c01c2
3893.987,5d8223a
4118.999,2044c8c
3983.489,ca7a14d
3703.6128,3833f61
3508.8643,afdf06b
3586.8992,53b655f
4014.9814,a0a2932
4241.2256,7070fd8
4079.072,5eab72f
3650.7283,56d377f
3424.561,3de5a69
4083.4136,7d44cb1
4374.494,5c63480
4956.8306,565a3e8
4871.1724,1036677
4343.958,87252ac
4057.1829,f5e2075
3725.615,337c4be
4298.84,d91f931
4562.7607,a68327e
4410.867,ce5f041
4037.7986,6adc7a7
3769.126,e30bb15
4107.2246,3466e9f
4763.338,bad293a
5093.332,71b9856
4927.3975,d6c916e
4377.967,e0287f3
3930.524,bc3bce0
3811.3904,1f68ef8
4547.2,aa17479
5047.9883,415d55b
4890.755,8411112
4305.6914,1bf2a60
3893.268,5dce097
3436.0088,1d924eb
3741.3328,a9f7d77
4024.9568,d35d6f4
3881.3071,9cbfe8d
3508.9888,6e89cb0
3368.8635,a81f57c
3666.6519,c2d2e1b
4421.6807,ef7f9b9
5042.2886,fd7779b
4931.8164,e48537a
4189.333,9ac0ec2
3836.979,0d7cd87
4219.178,6ca3b22
5129.2754,c7ffec0
5840.027,a4b294e
5722.723,7802459
4858.678,21508a7
