ID,Incidence
755b4ae,4858.871513223508
b6d2c41,4291.375236255233
af14618,3856.2447279557236
9ea1b14,4252.719637538219
ef7ae73,4874.157772948005
f9569e3,5310.246024478227
a1ca768,5138.026299831166
3774bea,4570.530022862891
8b6872c,4135.399514563382
cbad409,4574.9616516906535
89387b9,5196.399787100439
baa37ae,5632.488038630661
397e0ae,5460.268313983601
1894aa7,4892.772037015326
f52ecfb,4457.641528715816
9708875,4590.080917183048
40ce2dc,5211.519052592834
9e86ad6,5647.607304123056
53426d9,5475.387579475995
2f30ecc,4907.89130250772
9d0482e,4472.76079420821
7a90863,4871.759571568633
a222508,5493.197706978419
457799c,5929.285958508641
eeb34b0,5757.06623386158
6df2fc5,5189.569956893305
b1d9a16,4754.4394485937955
afd2c53,5278.044601348054
06991bb,5899.48273675784
94e53cf,6335.570988288062
e7d4a10,6163.351263641001
5d3e109,5595.854986672726
c02b98e,5160.724478373217
da27ff6,4925.579450813937
409d597,5547.017586223723
e76c65e,5983.105837753945
2a6a894,5810.886113106884
0a5999f,5243.389836138609
0afd027,4808.2593278391
f982966,5145.699440165277
c5cff8c,5767.137575575063
aca3a7b,6203.225827105285
1d3cebf,6031.006102458225
ec7fcc8,5463.509825489949
c642027,5028.37931719044
6f4e16d,5956.862330964039
8cbfd5c,6578.300466373825
ebec1c2,7014.388717904047
a293fd7,6842.168993256986
4003359,6274.672716288711
f2168a5,5839.542207989201
5350ec2,6692.769157985487
f654396,7314.207293395273
0841eb5,7750.295544925495
97d55fa,7578.075820278435
28751c5,7010.579543310159
10611eb,6575.44903501065
779c31a,6022.708689406514
1ca6d63,6644.1468248163
5308adb,7080.235076346522
72aca77,6908.0153516994615
2de2077,6340.519074731186
c386017,5905.388566431677
4644019,6326.264426344103
755df05,6947.702561753889
9d314e3,7383.790813284111
216c726,7211.571088637051
f661616,6644.0748116687755
8b31800,6208.944303369266
2b337b9,2475.6475094017806
e0b2889,3093.912904600089
2aff575,3531.8621800914116
6e12e5f,3361.8031470679853
0dfeed6,2795.796014321939
a5b56ed,2358.600087740604
0aeb368,2645.9199401132064
ca4019d,3264.185335311515
c9ab59b,3702.13461080275
d8520d0,3532.0755777792365
caa0336,2966.0684450333356
379219b,2528.8725184519717
47c9d81,2917.895300813252
5ced535,3536.160696011473
f084d05,3974.1099715027667
fa2061e,3804.0509384793113
b07f33e,3238.0438057331485
a77b481,2800.84787915193
0434a3d,2986.3051741102536
ca691f9,3604.570569308562
def157f,4042.5198447998264
d6dd9b4,3872.460811776371
ec2a679,3306.4536790303537
1a23cc5,2869.257752449019
a4d7800,3016.1079017064767
95e64ba,3634.373296904756
fcc0004,4072.322572395962
7ab2b5f,3902.263539372536
73f5474,3336.2564066264895
ece0bef,2899.060480045213
1bc4433,3172.2620276364323
505b02b,3790.52742283477
972b512,4228.476698325976
ce48e10,4058.4176653024915
a33b551,3492.410532556474
71a8e05,3055.2146059751685
16465c1,3193.713152466604
4551fa3,3811.978547664825
96d907a,4249.92782315606
1059061,4079.868790132663
83389f9,3513.8616573866457
70ca270,3076.66573080534
132c243,3298.6907253889076
7ad868d,3916.956120587245
be2b8ca,4354.905396078539
68ec7ba,4184.846363055083
02dabd6,3618.8392303089495
2f3fd0e,3181.64330372776
73142ee,3429.5861394130043
43486df,4047.8515346112254
af17a9d,4485.800810102519
d801988,4315.741777079122
78c10fb,3749.734644333046
b22ef7f,3312.538717751828
ef24e7f,3567.4223862154176
d197d26,4185.68778141361
77c6ece,4623.637056904932
070e6f1,4453.578023881477
9efaf4c,3887.5708911354013
019a08e,3450.374964554212
21b1c9f,3366.6529518232273
986c331,3984.918347021041
a51f3ed,4422.867622512771
31fe347,4252.808589489228
27a2ab0,3686.801456743735
bdcedec,3249.6055301614106
006856b,3692.2291699197085
51928a1,4310.494565117551
75fa097,4748.443840609223
55f7e1a,4578.3848075857095
2bdd35e,4012.377674840187
8025e9f,3575.181748257921
56ffb40,4118.7570255251485
615a480,4740.195160934934
769630a,5176.283412465156
aceb872,5004.063687818096
1567e81,4436.567410849821
1565b10,4001.436902550311
97eca49,3837.4553709849133
76d8335,4458.893506394699
5496be4,4894.981757924921
079fd33,4722.762033277861
3b7babe,4155.265756309585
830f896,3720.135248010076
4ef308c,3909.7930433507718
f1215b9,4531.231178760558
e54d0c4,4967.31943029078
e7feb07,4795.099705643719
c42d89c,4227.603428675444
0fa8ee1,3792.4729203759343
e443efe,3982.482111665042
4a8adff,4603.920247074828
75476dc,5040.00849860505
ef3f196,4867.788773957989
bbdd023,4300.292496989714
11dabcc,3865.1619886902045
6bd66a0,4061.909920276288
4891d81,4683.348055686074
7e695bf,5119.436307216296
09fd59d,4947.2165825692355
42c09bd,4379.72030560096
584d418,3944.5897973014507
01063a6,4361.2439024047635
a032ab9,4982.682037814549
64e02f3,5418.770289344771
1dfb4ad,5246.550564697711
aff7030,4679.054287729436
9d4e995,4243.923779429926
1d239e0,4444.317299100105
924bc5a,5065.755434509891
c3722df,5501.8436860401125
2c0a3cf,5329.623961393052
87ab97d,4762.127684424777
1096910,4326.997176125267
55fa901,4715.728173693642
c1702cb,5337.166309103428
e379504,5773.25456063365
783e057,5601.034835986589
6d10917,5033.538559018314
93adacb,4598.408050718805
db7a6a3,4117.6363501940505
570d4b6,4739.074485603836
8850167,5175.162737134058
dfc13a5,5002.943012486998
9e85e80,4435.446735518723
5a2934c,4000.316227219213
4e98783,5063.915071942203
cd95ada,5685.353207351989
4305cd1,6121.441458882211
8baf2e1,5949.2217342351505
f5d29f8,5381.725457266875
551ee64,4946.594948967366
85c2a82,5416.88740351118
e9289d8,6038.325538920966
261f78e,6474.413790451188
56a3744,6302.194065804128
fd69d2c,5734.697788835852
c5d7282,5299.567280536343
a4d4650,5384.234684954223
8b2731a,6005.672820364009
6802d71,6441.761071894231
98213c0,6269.54134724717
218ebe2,5702.045070278895
fb93b5f,5266.914561979385
f2f536b,5032.98383163457
14860e7,5654.421967044356
f7e2f1b,6090.510218574578
d674788,5918.290493927518
c6bad08,5350.7942169592425
5589c38,4915.663708659733
287c19b,5283.680382612685
3e194a5,5905.118518022471
02b3ba7,6341.206769552693
ae0cb88,6168.9870449056325
eebcb26,5601.490767937357
cded2ab,5166.360259637848
21ca46d,7308.278483483329
6385b09,7929.716618893115
f155189,8365.804870423337
afd775c,8193.585145776276
d8537a6,7626.088868808001
65c81b1,7190.958360508492
c75a1da,6385.942747491674
16e7d3f,7007.38088290146
e3922f4,7443.469134431682
328e50f,7271.249409784621
7428a25,6703.753132816346
bf3ce63,6268.622624516836
a4dfe68,7069.99546689805
7935657,7691.433602307836
1b6013b,8127.521853838058
d302f61,7955.302129190997
bc251c8,7387.805852222722
b0676ac,6952.6753439232125
c112573,6015.648018190201
ea12f66,6637.086153599987
9e7b3f6,7073.1744051302085
62b0529,6900.954680483148
de655f6,6333.458403514873
0aa57c8,5898.327895215363
dcaf397,2445.18497255721
8d8a8fa,3062.2250649463967
5e78b01,3500.914633014152
51509f1,3326.5107972260157
7320d87,2769.8574154294038
85ae3ce,2324.8078149134526
5eba476,2569.0245480918675
a44f659,3186.064640481025
27ebf99,3624.754208548751
39b5598,3450.350372760673
ded1b3a,2893.696990964061
6daa2bc,2448.6473904479935
469db6d,2692.8641236264375
f215fb3,3309.9042160157114
537c41e,3748.5937840833503
cfc80d2,3574.189948295185
976698e,3017.536566498602
a9f3eea,2572.486965982709
40f420c,2816.703699161095
039d32c,3433.7437915502524
ab64c01,3872.4333596179495
5583069,3698.0295238298713
07f551e,3141.3761420332885
04ca339,2696.3265415173664
e4e2915,2940.543274695665
4506929,3557.5833670848515
394a10b,3996.2729351525195
26d6c16,3821.8690993644122
15ead00,3265.2157175678294
540bba4,2820.1661170519365
8298c39,3064.382850230235
7f9ddec,3681.422942619538
77a3906,4120.112510687119
90f3ebc,3945.7086748990405
f7b1542,3389.0552931024285
bb10131,2944.0056925865356
9eed0c2,3188.2224257648923
700a6a8,3805.262518154108
baa3dc5,4243.952086221689
76a3c2a,4069.548250433756
9e2e0d2,3512.894868637057
e850603,3067.845268121193
ec35891,3312.0620012995205
61a2588,3929.1020936887653
b74092b,4367.791661756346
3770bbc,4193.387825968297
14f6dcf,3636.734444171656
f523f4c,3191.684843655792
1382ee5,3467.3702244248416
6aedba6,4088.5889577936905
80d1c37,4526.684523715783
17bbf1d,4353.7137031249
c81cc59,3788.3963603388984
a11a275,3351.7734008212574
814f04c,3549.69291154886
6abe1b8,4170.911644917651
da0e6a8,4609.007210839685
ee2a31e,4436.036390248861
2055a80,3870.7190474628587
8fdd1e8,3434.0960879451595
cf9ca45,3702.5959923929768
a38a128,4320.861387591169
f99e392,4758.810663082404
8d91e08,4588.751630059094
3a5e13a,4022.7444973129604
a92d8a9,3585.548570731713
eeb67df,3188.7330488293373
95782e1,3806.99844402718
f2415c7,4244.94771951891
2423025,4074.8886864953674
27df248,3508.881553749845
53e301a,3071.6856271675497
e356faa,3710.2578082014224
78bf9cb,4328.523203399236
cb404e7,4766.472478890966
1ab14cb,4596.413445867423
d80ac7e,4030.40631312193
493becc,3593.210386539635
38e2a89,4082.6356953664217
8fed3c2,4704.073830776208
237a1f6,5140.1620823064295
2e0ce4f,4967.942357659369
769f318,4400.446080691094
0486128,3965.3155723915843
915e47c,4193.610142672347
d2cad09,4815.048278082133
16698d4,5251.136529612355
bfe174a,5078.916804965294
9f96595,4511.420527997019
629cb5d,4076.2900196975097
010a375,4337.523377859587
982580c,4958.9615132693725
76c0dd5,5395.049764799594
075df2a,5222.830040152534
c49d6f5,4655.333763184259
937193c,4220.203254884749
ff8178e,4446.630468756019
009b792,5068.068604165805
bc14e30,5504.1568556960265
6cdc5d9,5331.937131048966
8caad1f,4764.440854080691
3f42f90,4329.310345781181
1c81cb3,4619.440284451848
5a4a47e,5240.878419861634
6c2a8fa,5676.966671391856
24718b3,5504.746946744795
125784e,4937.25066977652
f17688a,4502.120161477011
5ac3100,4887.477274654491
e37c2c3,5508.915410064277
79f8305,5945.003661594499
7aaf0d9,5772.783936947439
2674aa3,5205.287659979163
e32bd5b,4770.157151679654
1814427,4797.692010985513
fc2850e,5419.130146395299
a372567,5855.218397925521
a2bb60d,5682.99867327846
2014fce,5115.502396310185
99fd4b3,4680.371888010675
f38fb98,4840.136047368491
dc94af5,5461.574182778277
5450f08,5897.662434308499
70afe40,5725.442709661438
56d4cf8,5157.946432693163
78a28c0,4722.815924393653
13d46be,5496.774205233174
ad2616c,6118.21234064296
b497065,6554.300592173182
10410fa,6382.080867526121
8d2cd13,5814.584590557846
188b356,5379.454082258337
2cd369c,6852.893302398967
10206a2,7474.3314378087525
91bf3e6,7910.419689338974
ebaffe0,7738.199964691914
c1e2b10,7170.703687723639
5899256,6735.573179424129
6adcdc4,5654.975449006015
0e8d54e,6276.413584415801
0bcb7c0,6712.501835946023
f91616e,6540.282111298962
0903bfe,5972.785834330687
4ed6542,5537.6553260311775
2930c6c,5560.850379305688
62fa7c9,6182.288514715474
31154c3,6618.376766245696
3caee94,6446.157041598635
5d99570,5878.66076463036
6df31c4,5443.5302563308505
a40c575,5657.926708717161
901eafd,6279.364844126947
fb6d509,6715.453095657169
dacebb8,6543.233371010108
b51d6b2,5975.737094041833
c6fec4f,5540.606585742324
5ad11f6,5937.241834864311
8ff3d00,6558.679970274097
93d172e,6994.768221804319
2920675,6822.548497157259
90c1b37,6255.0522201889835
e54953c,5819.921711889474
413461a,6519.102217761334
1b4d6b2,7140.54035317112
a144f4c,7576.628604701342
ebaee1e,7404.408880054281
1edc88a,6836.912603086006
c9b66c8,6401.782094786497
f4feb9d,6973.442479214631
7ef1f98,7594.880614624417
ba415d2,8030.968866154639
a503bc9,7858.749141507578
a155ae0,7291.252864539303
3c09780,6856.122356239794
e237dfa,6268.145078480768
3d594eb,6889.583213890553
43ed96b,7325.671465420775
04e5fb5,7153.451740773715
2a27a05,6585.95546380544
c39b801,6150.82495550593
fd881a0,2466.4478686197253
a1a3641,3084.7132638179755
072d1c5,3522.6625393093564
25a41fe,3352.6035062858136
d31dea4,2786.5963735397672
e505318,2349.4004469584033
af0392c,2707.2927639548434
44752bd,3325.558159152657
85f865b,3763.507434644329
9fafc3b,3593.4484016208153
b596581,3027.4412688752927
c3bc166,2590.2453422930557
1b94497,2814.1797131894564
f4c528b,3432.445108387299
64d3624,3870.394383878971
f2cc9e8,3700.3353508554574
a0d4e19,3134.328218109935
43a1f14,2697.1322915276396
b6faf44,2914.667861613445
d67fa4e,3536.105997023231
91b1a56,3972.194248553453
2bd5ba6,3799.9745239063923
4ec84ce,3232.478246938117
fc273e0,2797.3477386386076
ac2e29f,2984.0618592200044
793b0ae,3605.4999946297903
e7a688d,4041.588246160012
044d71e,3869.3685215129517
8936e40,3301.8722445446765
2bbfa34,2866.741736245167
13ef427,3132.473492231744
d00e3ff,3753.91162764153
ba3ce97,4189.999879171752
939194e,4017.780154524691
6667289,3450.283877556416
50d0a63,3015.1533692569064
662f7d8,3352.6056451926706
cf2f36d,3974.0437806024565
e22d811,4410.132032132678
8d79951,4237.912307485618
8aec6e8,3670.4160305173427
187c670,3235.285522217833
fcfdc71,3433.137750120455
f73e8ff,4054.575885530241
a251d89,4490.664137060463
7c76260,4318.4444124134025
d9bd1a8,3750.9481354451273
b6bb878,3315.8176271456177
0206db6,3482.3906718258513
90f5783,4103.828807235637
0d6b10c,4539.917058765859
bb2c8ed,4367.697334118799
97e41ed,3800.2010571505234
ff810a4,3365.070548851014
b9a7cd2,3663.5992737632187
7cc70ec,4285.037409173005
9024261,4721.1256607032265
29a885c,4548.905936056166
19ac7af,3981.4096590878908
70692b1,3546.2791507883812
53e02a1,3531.8169067679264
ad27f64,4153.255042177712
970ea49,4589.343293707934
0d45c94,4417.123569060874
f641c89,3849.6272920925985
99fed41,3414.496783793089
3473d0f,3603.929326032463
28f6bf5,4225.367461442249
89e754e,4661.455712972471
2f56e8b,4489.23598832541
b6dd8d5,3921.739711357135
0acb707,3486.6092030576256
e5f7f5f,3411.445265616785
06136b1,4032.883401026571
4649a28,4468.971652556793
4e74ac1,4296.751927909732
24b55ad,3729.255650941457
ad78de5,3294.1251426419476
04b5808,3451.1135540594114
88917e1,4072.5516894691973
267e59a,4508.639940999419
d108987,4336.420216352359
e9ec841,3768.9239393840835
45c22fd,3333.793431084574
bcdb1ef,3883.2582863896387
93ce972,4504.696421799425
63e1c01,4940.7846733296465
afc5364,4768.564948682586
550cbaf,4201.068671714311
fb2acc4,3765.9381634148012
ec9388b,4185.621281850268
a9145f1,4807.059417260054
e5b3a0a,5243.147668790276
7b7725f,5070.927944143215
8ebebcf,4503.43166717494
8dc9457,4068.3011588754307
88d24dc,3995.48953552288
a610d85,4616.927670932666
35b8343,5053.015922462888
bf0a3c4,4880.796197815827
d0b2596,4313.299920847552
f9d46b9,3878.1694125480426
5ffd7e1,4187.241445860069
351c827,4808.679581269855
9594a79,5244.767832800077
ed89f40,5072.548108153016
7d681aa,4505.051831184741
b4a4d24,4069.9213228852313
210b377,4439.411668501998
7623502,5060.849803911784
8ba85fe,5496.938055442006
3896a67,5324.718330794945
ee24efb,4757.22205382667
4669f60,4322.091545527161
6894dc4,4646.092112463637
93e7d2d,5267.530247873423
80ae8c3,5703.618499403645
416a426,5531.398774756584
f33523c,4963.902497788309
126f82d,4528.7719894888
9a8ba45,4740.150244762481
a1f91e7,5361.588380172267
af10ed0,5797.6766317024885
f271df5,5625.456907055428
1fe3b48,5057.960630087153
a4615bc,4622.830121787643
4bcf457,4894.388561169209
2310dda,5515.826696578995
a5b3ce3,5951.914948109217
2531708,5779.695223462157
64f84c5,5212.1989464938815
1bdc33b,4777.068438194372
8d6250d,5057.103817457275
5cf50cc,5678.541952867061
043ec93,6114.630204397283
4809ee9,5942.410479750222
e966a41,5374.914202781947
9c69d4a,4939.783694482438
776f8c1,5350.9944214586285
1077ac0,5972.432556868414
de1dec7,6408.520808398636
f4058e8,6236.301083751576
79d0466,5668.804806783301
344041f,5233.674298483791
7188c07,5320.365277279023
a5d2fa4,5941.803412688809
c4873ac,6377.891664219031
343f2f2,6205.67193957197
537ae62,5638.175662603695
66bbc04,5203.045154304185
739123c,5519.464982987702
59ba538,6140.903118397488
8569843,6576.9913699277095
55e1798,6404.771645280649
7d59400,5837.275368312374
b83baad,5402.144860012864
08de83a,5600.543200000335
06fb43f,6221.981335410121
33a2633,6658.069586940343
11c8ada,6485.849862293282
2122ea5,5918.353585325007
e488a74,5483.223077025497
f4f3fc5,6118.883612307109
98ba478,6740.321747716895
91fc5ea,7176.4099992471165
e4b7bff,7004.190274600056
269d5f5,6436.693997631781
5e87ed3,6001.563489332271
08803d3,6946.6542976414785
520bc05,7568.092433051264
dc92e6d,8004.180684581486
7232204,7831.960959934426
94d431f,7264.464682966151
4583c62,6829.334174666641
900f72c,6707.533079386631
47090d9,7328.9712147964165
54e4df0,7765.059466326638
3a78b58,7592.839741679578
a299005,7025.343464711303
f9554af,6590.212956411793
b8515dc,2407.9274550671107
6bba15b,3026.192850265361
e16a3c6,3464.1421257567126
90c82ac,3294.083092733228
52c8be2,2728.0759599871235
8ae0253,2290.880033405818
380f046,2547.4100480576744
417fe30,3165.675443256012
2169b3b,3603.624718747218
2d029d1,3433.5656857237045
7bf6309,2867.5585529778327
42f87b4,2430.3626263964397
3d28bae,2647.990178674954
95067c9,3266.25557387335
652c089,3704.2048493645852
7647779,3534.1458163410716
f100720,2968.1386835950834
d0eb27d,2530.9427570136904
300de3d,2804.6084478932025
9cece62,3422.873843091569
1eb9792,3860.8231185828627
1df5085,3690.764085559349
5cbb637,3124.756952813361
0ffe6eb,2687.561026231997
c3faade,2995.388991070213
e35507c,3613.654386268492
ebee31c,4051.603661759873
dbda5c9,3881.54462873633
ae68cdb,3315.537495990313
ad87bf0,2878.341569409007
9ac146e,3128.3532922133163
5e0f27c,3746.618687411683
927d69a,4184.567962902889
b8a5d4d,4014.5089298794337
be4deab,3448.5017971333873
7819852,3011.3058705519943
6ca1ab2,3250.2352295857854
cbb99f0,3868.500624784123
0e8bee5,4306.449900275358
1be9f88,4136.390867251874
047a439,3570.3837345058273
095755d,3133.1878079245216
7d2e092,3364.000829465658
a9d71c5,3982.2662246639957
b0ef410,4420.215500155289
b16a2d8,4250.1564671317465
f5209bf,3684.149334385729
29a2b6f,3246.9534078043653
28cc22e,3473.2913124672486
93bb035,4091.5567076654406
0ff10e6,4529.505983156618
44d130a,4359.4469501332205
3dc02c6,3793.4398173872614
b98a08f,3356.2438908058975
2b1ad0e,3610.5649306508712
2bb68ae,4228.830325849121
fb02738,4666.7796013402985
8a32d2b,4496.720568316814
0b82138,3930.7134355707967
5e3b8d7,3493.51750898952
193ad73,3337.0368712442287
929f4e3,3955.302266442013
06c9666,4393.251541933743
b5864a4,4223.192508910201
ed4c6b5,3657.185376164707
f26eb37,3219.989449582412
aaf9992,3551.8638545174035
4894d11,4170.129249715217
ffae623,4608.078525206918
60f1482,4438.0194921834045
6b461b9,3872.012359437882
b8840c4,3434.816432855616
b4350db,3501.3667998055753
1ebd5c0,4122.804935215361
b46962a,4558.893186745583
b0df938,4386.673462098523
c32a0bf,3819.1771851302474
ad4a2ac,3384.046676830738
9f13744,3705.4940228450287
bb2781d,4326.932158254815
8c2549d,4763.0204097850365
27a839f,4590.800685137976
3b3bcf2,4023.3044081697008
7effe57,3588.1738998701912
0aa8c36,3783.0405929479457
0f9c072,4404.478728357732
4918c10,4840.5669798879535
535d33c,4668.347255240893
7513dcc,4100.850978272618
79205a9,3665.7204699731083
1ec612f,3997.6884011251677
665c96f,4619.126536534954
d50c6d6,5055.2147880651755
e1db582,4882.995063418115
f227a61,4315.49878644984
6be9aeb,3880.3682781503303
5160b3d,4046.7732698618784
9d446cf,4668.211405271664
e023963,5104.299656801886
d0e2efe,4932.079932154826
168f283,4364.5836551865505
f0315fd,3929.453146887041
b8b94e6,4242.804408461525
d18570d,4864.242543871311
d6db55b,5300.330795401533
92c0daf,5128.111070754472
c0973b2,4560.614793786197
e01af88,4125.484285486687
f6308d8,4651.5664538481215
4f45bfb,5273.004589257907
39ba29e,5709.092840788129
045f712,5536.873116141069
51d94c4,4969.376839172794
1e7114e,4534.246330873284
6c64c1b,4706.912399250985
3f4d998,5328.350534660771
472ce0c,5764.438786190993
1c54eb4,5592.219061543932
0654cbb,5024.722784575657
6e9cff8,4589.5922762761475
7048243,4771.230635077023
b5bbdb4,5392.668770486809
dfe56db,5828.757022017031
0b668b5,5656.5372973699705
1ad6a59,5089.041020401695
5e1e1b5,4653.910512102186
1c8035b,5007.993797011848
35c9161,5629.431932421634
fb3e42c,6065.520183951856
6d32358,5893.300459304795
aca11ac,5325.80418233652
2ab2a00,4890.673674037011
8ca228a,5276.783414514794
0630751,5898.221549924579
af8d359,6334.309801454801
3896c31,6162.090076807741
3a94cc2,5594.593799839466
a3000be,5159.463291539956
680a394,5529.154895490501
f633fc6,6150.593030900287
f68f65d,6586.681282430509
5fa3e62,6414.461557783448
d038b89,5846.965280815173
4789d8d,5411.834772515664
4582512,5531.146393337258
2bd5207,6152.584528747044
456d1a1,6588.672780277266
4733310,6416.453055630205
ab52d54,5848.95677866193
aecda2c,5413.8262703624205
bd7dc26,5533.998681627942
26bd45b,6155.436817037727
3be0180,6591.525068567949
83ef4b3,6419.305343920889
cd8bf7e,5851.809066952614
f6b232b,5416.678558653104
1439902,6041.536490416795
efe2a55,6662.97462582658
e9be2e6,7099.062877356802
293eff9,6926.843152709742
8f873d6,6359.346875741467
9dad691,5924.216367441957
761b987,6624.954371387692
b00e6e7,7246.392506797478
92c9e6d,7682.4807583277
209894d,7510.261033680639
e3c2224,6942.764756712364
3213ea1,6507.6342484128545
8689412,6425.292452079419
9ae5ae5,7046.7305874892045
0e9d117,7482.818839019426
a961b17,7310.599114372366
0488a30,6743.102837404091
98a47c7,6307.972329104581
5ec6f0d,6186.315723419539
6cdd701,6807.753858829325
558b14c,7243.8421103595465
7e973f9,7071.622385712486
3ca68ee,6504.126108744211
822cea2,6068.995600444701
a4b0162,2788.7211296228925
302d8cb,3410.1592650326784
5758c54,3846.2475165629003
ce52a0e,3674.0277919158398
9ee5f69,3106.5315149475646
a77723b,2671.401006648055
fb6c009,2573.6117982072174
e1bbdaf,3195.0499336170033
05435e8,3631.138185147225
208d647,3458.9184605001647
0540725,2891.4221835318895
6271537,2456.29167523238
0015a2d,2733.3848570511327
f43af6c,3354.8229924609186
457d9e5,3790.9112439911405
5f55fae,3618.69151934408
73b59df,3051.195242375805
88208e2,2616.0647340762953
37796fd,2765.1798794752103
b499644,3386.6180148849962
16e83be,3822.706266415218
b20c73e,3650.4865417681576
abc5fbc,3082.9902647998824
796cc6f,2647.859756500373
980e147,2676.994138039765
e24abe7,3298.432273449551
8ef3ba1,3734.5205249797727
a19a474,3562.3008003327122
875594a,2994.804523364437
d44ef2b,2559.6740150649275
c13ec0f,2960.694839315489
1e05299,3582.132974725275
8e3f62b,4018.2212262554967
c7d850d,3846.0015016084362
19069c4,3278.505224640161
836a2f4,2843.3747163406515
e9c7e93,3190.135351554287
514817b,3811.573486964073
9366f7a,4247.661738494295
e750482,4075.442013847234
c76478a,3507.945736878959
9dbe199,3072.8152285794495
5b4b054,3218.6394366769528
20dd7a3,3840.0775720867387
73a67aa,4276.165823616961
cd46512,4103.9460989699
206ac29,3536.449822001625
5f76aae,3101.3193137021153
6b86d03,3422.674389532098
61f2379,4044.1125249418837
eac1241,4480.200776472106
4b2a86f,4307.981051825045
939150e,3740.48477485677
e08ca3d,3305.3542665572604
0f1020f,3613.2903661727323
b278717,4234.728501582518
84862a6,4670.81675311274
ba14c9e,4498.59702846568
2aaeaa8,3931.1007514974044
6cd0340,3495.970243197895
02dc52f,3581.225756398402
23eae23,4202.663891808188
45cc14a,4638.75214333841
47945a7,4466.532418691349
afbebd9,3899.0361417230743
34c51ca,3463.9056334235647
ec2a1e7,3688.155882057821
74c1fba,4309.594017467607
1a1c7a4,4745.682268997829
db49687,4573.462544350768
4c9a69e,4005.9662673824932
02f0fbf,3570.8357590829837
a14536d,3768.7433009001834
e4544a8,4390.181436309969
d4a9625,4826.269687840191
3c4f957,4654.049963193131
deb2089,4086.5536862248555
de0f481,3651.423177925346
33ae310,3983.4575807380315
316af48,4604.895716147817
bf3ec58,5040.983967678039
acf9be2,4868.764243030979
e251e77,4301.267966062704
053edf6,3866.137457763194
e48bdaa,3988.061555557564
8be8457,4609.49969096735
b3c0d78,5045.587942497572
9719996,4873.368217850511
c84c805,4305.871940882236
19e2490,3870.7414325827267
908f18c,4196.661762672593
