Incidence,ID
7547.095287087855,8baf2e1
6398.196348740681,f5d29f8
5432.228708502678,551ee64
5527.975189005132,85c2a82
6685.2702436333575,e9289d8
7698.490840813262,261f78e
7511.626883122622,56a3744
6393.6115999238245,fd69d2c
5432.982995183582,c5d7282
5323.06480372749,a4d4650
6636.827672547668,8b2731a
7496.451544772759,6802d71
7213.252010971682,98213c0
6210.456954232594,218ebe2
5264.009786866064,fb93b5f
5666.573570660197,f2f536b
6952.993760161471,14860e7
7761.046606628283,f7e2f1b
7538.403610407695,d674788
6436.043789177617,c6bad08
5456.900851823656,5589c38
5663.410230109309,287c19b
6983.734521056457,3e194a5
7870.883700996318,02b3ba7
7595.473677221093,ae0cb88
6450.640201247233,eebcb26
5435.438457098915,cded2ab
5897.103460181025,21ca46d
7290.221088996971,6385b09
8498.854496607346,f155189
8194.196069784863,afd775c
7073.361551251205,d8537a6
6028.014604422698,65c81b1
5891.939309581769,c75a1da
7201.5240484752085,16e7d3f
8363.398348281144,e3922f4
8152.9314849877555,328e50f
6991.782797363117,7428a25
5991.023923968717,bf3ce63
6029.852006927514,a4dfe68
7211.596689879224,7935657
8411.159859625815,1b6013b
8208.658465474778,d302f61
7045.5925165903645,bc251c8
6040.965732290353,b0676ac
5715.645166199629,c112573
6751.365477777382,ea12f66
7544.847931696572,9e7b3f6
7064.436763685752,62b0529
6066.25832969238,de655f6
5382.568215598027,0aa57c8
4658.795077266453,dcaf397
4825.228857233169,8d8a8fa
4374.506424004998,5e78b01
3808.2171898763245,51509f1
3455.5116862408704,7320d87
3198.1812109935263,85ae3ce
4208.595242180179,5eba476
4389.570079315689,a44f659
4090.274944588318,27ebf99
3632.2603037684985,39b5598
3338.2587207104752,ded1b3a
3107.931541859537,6daa2bc
3744.120094077532,469db6d
3938.159422071794,f215fb3
3739.959552067716,537c41e
3402.597900596911,cfc80d2
3141.5458574331155,976698e
2958.246880794311,a9f3eea
3459.747351536247,40f420c
3636.6299778847856,039d32c
3548.42042808954,ab64c01
3292.0737943476465,5583069
3056.3240676405626,07f551e
2894.279128483762,04ca339
3254.162192445914,e4e2915
3441.8168847780157,4506929
3408.48718009544,394a10b
3224.2472330906385,26d6c16
3002.757943175275,15ead00
2871.5247037274935,540bba4
3142.933635512502,8298c39
3334.0087124883685,7f9ddec
3372.157936436854,77a3906
3227.692855574887,90f3ebc
2997.534119006357,f7b1542
2883.5442100636096,bb10131
3170.8708687308335,9eed0c2
3377.5518763182563,700a6a8
3436.5993119168247,baa3dc5
3347.4858787041994,76a3c2a
3110.180942468241,9e2e0d2
2962.264819675679,e850603
3178.405824926726,ec35891
3375.963740919269,61a2588
3461.930079974405,b74092b
3395.9571171723933,3770bbc
3185.5090831749453,14f6dcf
3037.8405981643646,f523f4c
3257.5859215721357,1382ee5
3479.69475861977,6aedba6
3618.5011051515157,80d1c37
3483.242292592958,17bbf1d
3274.358354638256,c81cc59
3139.464720475719,a11a275
3247.4638066702296,814f04c
3494.7414560847383,6abe1b8
3549.4024410863244,da0e6a8
3488.847289342603,ee2a31e
3312.1867223181844,2055a80
3246.4399802319517,8fdd1e8
3254.2373877492328,cf9ca45
3494.822300844039,a38a128
3594.801245020443,f99e392
3532.0741546102404,8d91e08
3322.1123779585837,3a5e13a
3257.731754603855,a92d8a9
3263.6660932218388,eeb67df
3511.154239299556,95782e1
3692.8130857824694,f2415c7
3613.4936362386065,2423025
3394.7644595657734,27df248
3277.374839755389,53e301a
3259.9434833291584,e356faa
3523.3479388392047,78bf9cb
3715.9507528808535,cb404e7
3632.6719429412083,1ab14cb
3405.6963902665884,d80ac7e
3293.126767355158,493becc
3289.87777476774,38e2a89
3606.482935244652,8fed3c2
3889.916382281902,237a1f6
3810.884254826163,2e0ce4f
3537.236338030655,769f318
3317.8423987140127,0486128
3306.315017223336,915e47c
3643.893027709126,d2cad09
3941.716042562056,16698d4
3875.2328066378323,bfe174a
3585.9219763267693,9f96595
3367.3077578215875,629cb5d
3322.4836656399684,010a375
3662.7163528043657,982580c
3984.8767815546294,76c0dd5
3925.2312113045114,075df2a
3645.398105970388,c49d6f5
3444.7782341237357,937193c
3517.624114639885,ff8178e
3863.902566879469,009b792
4317.171540011061,bc14e30
4276.587483702729,6cdc5d9
3901.8520885349767,8caad1f
3627.591902667946,3f42f90
3939.2160799147828,1c81cb3
4504.585026647145,5a4a47e
5171.474524002952,6c2a8fa
5176.469419865702,24718b3
4618.915995245584,125784e
4136.535319994515,f17688a
4383.473354778928,5ac3100
5096.731646815011,e37c2c3
5968.803229697422,79f8305
6009.731055767869,7aaf0d9
5228.684998465751,2674aa3
4635.216812776055,e32bd5b
4730.602267554722,1814427
5712.98462455471,fc2850e
6738.620856986912,a372567
6744.987942150043,a2bb60d
5826.827116909998,2014fce
4979.947574564296,99fd4b3
5182.968137231039,f38fb98
6205.615652301275,dc94af5
7196.602862408737,5450f08
6828.308753839688,70afe40
5943.62957262305,56d4cf8
5246.262873673273,78a28c0
5291.53098759401,13d46be
6368.351407116713,ad2616c
7594.055217243807,b497065
7443.9963955439625,10410fa
6333.006494124367,8d2cd13
5290.38716809898,188b356
5460.838773128813,2cd369c
6609.072444187805,10206a2
7613.352194633117,91bf3e6
7205.454546933963,ebaffe0
6120.2930353611855,c1e2b10
5294.605763201421,5899256
5571.321531962903,6adcdc4
6821.303269522305,0e8d54e
7683.469277645484,0bcb7c0
7282.603847771646,f91616e
6118.179343412383,0903bfe
5365.81273332947,4ed6542
5400.037937868882,2930c6c
6721.733470071227,62fa7c9
7531.303516853575,31154c3
7166.420981998624,3caee94
6043.249069136635,5d99570
5222.883531450584,6df31c4
5426.157053278848,a40c575
6838.028054328914,901eafd
7718.5103891949,fb6d509
7381.151826250651,dacebb8
6205.566145461416,b51d6b2
5216.03777973768,c6fec4f
5668.460587318709,5ad11f6
6953.833308356245,8ff3d00
8221.523438984284,93d172e
7972.598205901603,2920675
6813.366526953862,90c1b37
5772.9869060751425,e54953c
5725.259482187463,413461a
7046.31457027805,1b4d6b2
8314.785760550967,a144f4c
8090.416760454679,ebaee1e
6968.331371261944,1edc88a
5879.802449468779,c9b66c8
5685.713917614869,f4feb9d
6989.402068399427,7ef1f98
8293.26956475588,ba415d2
8047.582606805209,a503bc9
6875.173870706661,a155ae0
5829.965883102045,3c09780
5465.902353783637,e237dfa
6666.060983490747,3d594eb
7467.757223330119,43ed96b
7060.1369172752575,04e5fb5
6000.8995467619425,2a27a05
5253.150452925254,c39b801
4713.588738856048,fd881a0
4872.587495964418,a1a3641
4412.65284714704,072d1c5
3798.930223816856,25a41fe
3443.6343437116725,d31dea4
3211.7740095327154,e505318
4364.1511685036085,af0392c
4486.294694497629,44752bd
4196.903868764338,85f865b
3768.017867161544,9fafc3b
3408.9038899868574,b596581
3110.930279714824,c3bc166
3895.480743713645,1b94497
4052.4761391774086,f4c528b
3840.3204195662197,64d3624
3553.7176788279844,f2cc9e8
3254.623173559443,a0d4e19
3035.3815189034112,43a1f14
3529.12832593293,b6faf44
3677.920531429898,d67fa4e
3577.6479005609795,91b1a56
3403.333463305085,2bd5ba6
3130.282907337289,4ec84ce
2974.263215968674,fc273e0
3329.497538825607,ac2e29f
3482.6003084119116,793b0ae
3510.835991114463,e7a688d
3384.346968676266,044d71e
3123.859019215087,8936e40
3005.9710541012037,2bbfa34
3252.119452513202,13ef427
3442.9163002743794,d00e3ff
3502.5610365085417,ba3ce97
3370.239693984734,939194e
3110.2370861292043,6667289
2998.0465856569626,50d0a63
3204.4785452096476,662f7d8
3413.98005334228,cf2f36d
3475.3456667749138,e22d811
3340.3553940224915,8d79951
3089.634935303215,8aec6e8
3012.5727909296415,187c670
3228.576069654422,fcfdc71
3432.298790019701,f73e8ff
3481.6496111942697,a251d89
3378.6220646502684,7c76260
3147.2945917442057,d9bd1a8
3032.9243626166913,b6bb878
3215.901027345241,0206db6
3407.2369777881186,90f5783
3469.4754805556863,0d6b10c
3405.239553072765,bb2c8ed
3245.0587568491965,97e41ed
3169.3963565164627,ff810a4
3190.166707852929,b9a7cd2
3368.4784770232054,7cc70ec
3474.834218646503,9024261
3383.55359245108,29a885c
3286.8503876432537,19ac7af
3249.7002228429765,70692b1
3279.765346991822,53e02a1
3508.7273366544555,ad27f64
3596.429798036379,970ea49
3548.7839498948374,0d45c94
3377.3274071394626,f641c89
3296.3316651175946,99fed41
3297.724125273326,3473d0f
3564.1729925339546,28f6bf5
3756.015269579422,89e754e
3667.4537228071476,2f56e8b
3425.2539281050203,b6dd8d5
3299.6362623637033,0acb707
3330.8615085411575,e5f7f5f
3628.304379315221,06136b1
3872.7792486079575,4649a28
3763.860607100939,4e74ac1
3487.422304633015,24b55ad
3345.6160613471225,ad78de5
3334.893409189742,04b5808
3646.725186682748,88917e1
3917.3449726834624,267e59a
3811.1587698732733,d108987
3525.023905945636,e9ec841
3348.014126132548,45c22fd
3353.2635538912646,bcdb1ef
3660.6322053703975,93ce972
3935.838228304801,63e1c01
3829.397546743784,afc5364
3536.17616765632,550cbaf
3342.202928478463,fb2acc4
3367.663683154382,ec9388b
3689.2317636493844,a9145f1
3977.085820657938,e5b3a0a
3880.825920371047,7b7725f
3603.545604881922,8ebebcf
3401.629027705226,8dc9457
3585.7991176471687,88d24dc
3975.7452552780032,a610d85
4400.456730212085,35b8343
4362.442715889126,bf0a3c4
3983.081834046099,d0b2596
3655.68035661829,f9d46b9
3926.7555707509055,5ffd7e1
4526.989978562225,351c827
5162.471313869562,9594a79
5172.758050579888,ed89f40
4650.8819511434795,7d681aa
4089.9372463735076,b4a4d24
4411.990538128825,210b377
5173.896202163838,7623502
6048.543801947137,8ba85fe
6093.200499550827,3896a67
5359.642115235607,ee24efb
4630.238683910309,4669f60
4816.892927521306,6894dc4
5854.851164551893,93e7d2d
6877.100686126656,80ae8c3
6850.261596060505,416a426
5924.868355678477,f33523c
5025.17498975865,126f82d
5144.0967288956845,9a8ba45
6150.406614367496,a1f91e7
7319.875509236646,af10ed0
7153.74993801167,f271df5
6201.719846194381,1fe3b48
5202.694670657078,a4615bc
5167.239125608001,4bcf457
6302.998702054704,2310dda
7318.697141657309,a5b3ce3
7112.012909642084,2531708
6156.373713991024,64f84c5
5137.204986747626,1bdc33b
5329.527393210744,8d6250d
6492.696829422176,5cf50cc
7295.027833049149,043ec93
7065.33700832001,4809ee9
6117.783029817718,e966a41
5255.8732816951915,9c69d4a
5453.395268558184,776f8c1
6590.694485975475,1077ac0
7520.65449303432,de1dec7
7275.3238480468135,f4058e8
6291.7764687550425,79d0466
5321.0361920073,344041f
5471.613476635889,7188c07
6733.531882366876,a5d2fa4
7509.284300762148,c4873ac
7214.040554925217,343f2f2
6259.722601795628,537ae62
5304.149618510751,66bbc04
5637.100464598776,739123c
6913.5970573448,59ba538
7822.738755823528,8569843
7442.970462047128,55e1798
6311.127388753577,7d59400
5372.592443487102,b83baad
5668.734838477168,08de83a
7061.441529583482,06fb43f
7935.20955101298,33a2633
7539.343184027325,11c8ada
6401.774397098303,2122ea5
5440.081022643785,e488a74
5762.954427360681,f4f3fc5
7029.689752776194,98ba478
8210.558042916671,91fc5ea
7924.232223935452,e4b7bff
6804.102422363399,269d5f5
5784.949715115869,5e87ed3
5672.210893764693,08803d3
6930.084559293097,520bc05
8133.459683423945,dc92e6d
7896.482653147951,7232204
6684.572035351755,94d431f
5747.837633227394,4583c62
5430.952412057045,900f72c
6557.089503029903,47090d9
7351.296751358505,54e4df0
6946.419879211384,3a78b58
5917.049600276526,a299005
5202.7624984488875,f9554af
4735.8597746915675,b8515dc
4916.780307264586,6bba15b
4423.234286557904,e16a3c6
3790.8130002440157,90c82ac
3459.273934882307,52c8be2
3212.662938386727,8ae0253
4324.989642160859,380f046
4461.701272354336,417fe30
4151.631773314648,2169b3b
3634.5871015263137,2d029d1
3355.1317760287916,7bf6309
3146.0226002320105,42f87b4
3883.6598841888526,3d28bae
4023.250137984096,95067c9
3815.5059163156525,652c089
3484.426685539461,7647779
3238.1051436408575,f100720
3015.2602391838286,d0eb27d
3594.2296417354905,300de3d
3745.814951022917,9cece62
3667.237814973932,1eb9792
3442.915280018635,1df5085
3179.2984808437104,5cbb637
2971.368393644515,0ffe6eb
3374.2519849534974,c3faade
3553.2069332545248,e35507c
3569.047330102957,ebee31c
3389.567876166916,dbda5c9
3120.705070379019,ae68cdb
2954.0650225646937,ad87bf0
3287.5177683584325,9ac146e
3465.861549473347,5e0f27c
3520.305492848489,927d69a
3385.690913450586,b8a5d4d
3118.69972099469,be4deab
2964.1421308658846,7819852
3244.527491996324,6ca1ab2
3452.2409881654676,cbb99f0
3511.2342366967328,0e8bee5
3381.3594281702885,1be9f88
3143.9019531868535,047a439
2967.8670185036044,095755d
3233.4734719286257,7d2e092
3497.870225905516,a9d71c5
3507.1961168418397,b0ef410
3453.5812927057573,b16a2d8
3219.531409754635,f5209bf
3046.926733267158,29a2b6f
3230.1950756106726,28cc22e
3463.3103205401353,93bb035
3533.660877682408,0ff10e6
3437.6263257220485,44d130a
3213.4520206119805,3dc02c6
3138.6940386135598,b98a08f
3243.6290799039084,2b1ad0e
3450.6600561266605,2bb68ae
3541.81632322229,fb02738
3468.3937186070557,8a32d2b
3295.6824702948807,0b82138
3241.0726090673556,5e3b8d7
3273.6773709449544,193ad73
3511.7517380686627,929f4e3
3606.5504801110105,06c9666
3541.460603947163,b5864a4
3354.3612490516407,ed4c6b5
3227.1380856941823,f26eb37
3264.3852819293056,aaf9992
3508.665520926034,4894d11
3631.6835585262675,ffae623
3572.1043712859046,60f1482
3364.970652479495,6b461b9
3253.1608602713723,b8840c4
3299.488378580242,b4350db
3582.0114949112676,1ebd5c0
3772.3884955425574,b46962a
3685.5687731793746,b0df938
3446.7117030029067,c32a0bf
3324.67398874542,ad4a2ac
3270.2228443178496,9f13744
3556.673206738689,bb2781d
3777.833322832992,8c2549d
3693.8206469229763,27a839f
3451.4161085782753,3b3bcf2
3308.278299425084,7effe57
3316.799134834179,0aa8c36
3642.128323864306,0f9c072
3907.080457023021,4918c10
3812.1236155438673,535d33c
3537.451078843914,7513dcc
3361.7251905998846,79205a9
3312.9866515381855,1ec612f
3619.7263992754392,665c96f
3881.3832397329406,d50c6d6
3807.781020380499,e1db582
3548.5471098538856,f227a61
3355.6785733478755,6be9aeb
3436.2358479530817,5160b3d
3781.11763763537,9d446cf
4198.894015083138,e023963
4154.4842130372945,d0e2efe
3802.318877000921,168f283
3565.7410179067924,f0315fd
3775.0882382172294,b8b94e6
4314.51246283448,d18570d
4932.139634621383,d6db55b
4921.725192296092,92c0daf
4406.509250083875,c0973b2
3947.403658725269,e01af88
4363.8107657911,f6308d8
5189.484878455429,4f45bfb
6086.999989026231,39ba29e
6051.771258463189,045f712
5286.1009307626855,51d94c4
4661.066475453583,1e7114e
4744.892333625529,6c64c1b
5638.180517081396,3f4d998
6630.377769191341,472ce0c
6645.266059994706,1c54eb4
5758.315813348498,0654cbb
4980.969543510813,6e9cff8
5068.377173875733,7048243
6125.248401791835,b5bbdb4
7255.746654832825,dfe56db
7210.445155338731,0b668b5
6183.348742928542,1ad6a59
5180.2676042110925,5e1e1b5
5337.788270959858,1c8035b
6386.152088631127,35c9161
7535.060617797416,fb3e42c
7383.073784091448,6d32358
6252.145047254953,aca11ac
5249.6959381007255,2ab2a00
5436.215566627282,8ca228a
6569.871260615307,0630751
7639.455943653583,af8d359
7408.345649689862,3896c31
6290.09577430019,3a94cc2
5285.118302344022,a3000be
5479.918738432277,680a394
6713.983647143817,f633fc6
7673.87525588045,f68f65d
7405.861372894337,5fa3e62
6251.493236575175,d038b89
5283.784436588133,4789d8d
5457.320596232723,4582512
6789.4060026053985,2bd5207
7656.266673672745,456d1a1
7397.108470726223,4733310
6212.829801868733,ab52d54
5263.150556426177,aecda2c
5597.7031606462515,bd7dc26
6852.996852063651,26bd45b
7857.843623384675,3be0180
7564.424836749634,83ef4b3
6369.5867886359565,cd8bf7e
5354.331951228543,f6b232b
5658.828678869671,1439902
6988.794984690137,efe2a55
8294.74284420822,e9be2e6
8035.004706915043,293eff9
6832.155909655312,8f873d6
5762.394472661082,9dad691
5762.3377846022595,761b987
7002.505925694941,b00e6e7
8309.121252883833,92c9e6d
8177.762496278219,209894d
7013.314805504576,e3c2224
5914.357065159443,3213ea1
5601.9729087577325,8689412
6869.316014155777,9ae5ae5
7877.772830525162,0e9d117
7607.272779568178,a961b17
6447.28557926363,0488a30
5535.442747799343,98a47c7
5442.977781704236,5ec6f0d
6597.324440634048,6cdd701
7365.8650163624225,558b14c
6966.60535484926,7e973f9
5901.787282003793,3ca68ee
5217.00710814392,822cea2
4672.848910127324,a4b0162
4750.909976784325,302d8cb
4381.756128767258,5758c54
3702.236280093327,ce52a0e
3391.0974948027106,9ee5f69
3186.6752279519515,a77723b
4332.27111454034,fb6c009
4471.392207871475,e1bbdaf
4190.562032948247,05435e8
3610.099685297931,208d647
3317.097521643395,0540725
3146.1906767956466,6271537
3786.012955848891,0015a2d
3954.8824511541807,f43af6c
3794.3244584818062,457d9e5
3512.6807007092925,5f55fae
3257.599504714199,73b59df
3036.4459538100978,88208e2
3596.9656917071866,37796fd
3734.7220650856448,b499644
3660.5929175595984,16e83be
3429.5975912642616,b20c73e
3189.5950559675066,abc5fbc
2995.200701854509,796cc6f
3238.6068952000105,980e147
3428.4571417347324,e24abe7
3535.175844308192,8ef3ba1
3389.9436238569638,a19a474
3135.952636016622,875594a
2981.2518511897547,d44ef2b
3226.7257432784404,c13ec0f
3436.2616094404425,1e05299
3599.1557298278294,8e3f62b
3430.1194071717987,c7d850d
3201.0691214646436,19069c4
2997.963421777978,836a2f4
3161.7859223147416,e9c7e93
3375.882484242877,514817b
3505.073772242036,9366f7a
3376.4672712507904,e750482
3156.112463372008,c76478a
3000.367704347021,9dbe199
3158.6922137438996,5b4b054
3369.462846726589,20dd7a3
3499.098487193889,73a67aa
3381.4669299062725,cd46512
3184.4307417464415,206ac29
3021.233573355581,5f76aae
3180.549229488125,6b86d03
3401.8557903739033,61f2379
3512.942871470886,eac1241
3408.9140356775274,4b2a86f
3238.5097883974436,939150e
3131.7204815891973,e08ca3d
3163.5299329007503,0f1020f
3392.1258987776782,b278717
3504.775962340205,84862a6
3428.546350466627,ba14c9e
3259.1532514932655,2aaeaa8
3181.556699512889,6cd0340
3181.39152961834,02dc52f
3412.8936120406374,23eae23
3540.8894535281966,45cc14a
3484.2428772746525,47945a7
3303.494432245198,afbebd9
3227.778853036549,34c51ca
3200.0777148328575,ec2a1e7
3477.8617912275777,74c1fba
3611.1048234497366,1a1c7a4
3568.0869732601727,db49687
3351.1794601490064,4c9a69e
3218.793523010756,02f0fbf
3482.0510907861335,a14536d
3731.141412569134,e4544a8
3704.075301215781,d4a9625
3617.4154026219453,3c4f957
3395.245718934109,deb2089
3270.249283034184,de0f481
3371.05596777986,33ae310
3646.135293496883,316af48
3786.0472113524197,bf3ec58
3692.0171903343444,acf9be2
3428.8706608310713,e251e77
3316.1292098190243,053edf6
3357.65755606602,e48bdaa
3655.875531320644,8be8457
