Incidence,ID
3167.751318524097,ff810a4
3164.8530041213585,b9a7cd2
3324.0059868373874,7cc70ec
3466.6630702806538,9024261
3371.159693354033,29a885c
3257.2176983418667,19ac7af
3253.2822021979437,70692b1
3289.590470606055,53e02a1
3504.131898948259,ad27f64
3590.1725568258394,970ea49
3530.233086447901,0d45c94
3393.487083805663,f641c89
3306.9797388387606,99fed41
3295.3412046478147,3473d0f
3581.841057000396,28f6bf5
3718.0504655679915,89e754e
3672.8267118063,2f56e8b
3421.419008381207,b6dd8d5
3281.66901170268,0acb707
3327.91043108708,e5f7f5f
3626.599036948856,06136b1
3898.385460731764,4649a28
3772.9706124114455,4e74ac1
3495.8305856634806,24b55ad
3347.7384392682065,ad78de5
3323.9491983653343,04b5808
3646.8192701932085,88917e1
3902.6572754008916,267e59a
3809.3035904000108,d108987
3526.4872407299017,e9ec841
3353.342618910855,45c22fd
3349.5159975637202,bcdb1ef
3654.571409582961,93ce972
3944.5232630272326,63e1c01
3834.291864462161,afc5364
3547.485882578946,550cbaf
3352.0023392005446,fb2acc4
3375.0436399595783,ec9388b
3682.8911192527908,a9145f1
3974.3442106852035,e5b3a0a
3877.176689510394,7b7725f
3599.2038090222054,8ebebcf
3405.7527434181857,8dc9457
3580.930665155045,88d24dc
3976.275842476312,a610d85
4391.676415178793,35b8343
4360.498289461476,bf0a3c4
3994.858781509771,d0b2596
3669.125980559574,f9d46b9
3912.718426350302,5ffd7e1
4511.953960764861,351c827
5167.016308317359,9594a79
5162.57759459035,ed89f40
4600.9778586683315,7d681aa
4086.525340830572,b4a4d24
4402.323440556338,210b377
5148.749318023783,7623502
6048.127063152401,8ba85fe
6141.000784584281,3896a67
5326.175461463346,ee24efb
4644.109276516628,4669f60
4843.812915241387,6894dc4
5816.875676342551,93e7d2d
6855.054274987152,80ae8c3
6869.731377108926,416a426
5900.454350653229,f33523c
5022.025153349626,126f82d
5162.819791570272,9a8ba45
6186.1913448103705,a1f91e7
7284.549290562442,af10ed0
7099.005183027628,f271df5
6177.732599322847,1fe3b48
5203.372305720338,a4615bc
5173.095888847711,4bcf457
6278.543097577812,2310dda
7292.967208870811,a5b3ce3
7151.961548489007,2531708
6128.091548480613,64f84c5
5142.476061934907,1bdc33b
5379.697154961005,8d6250d
6461.615876212044,5cf50cc
7354.495807756953,043ec93
7056.988938132547,4809ee9
6065.2725337334,e966a41
5280.46389022384,9c69d4a
5476.17508859056,776f8c1
6616.928231964467,1077ac0
7521.214332562182,de1dec7
7226.995519595037,f4058e8
6259.726809652059,79d0466
5330.544830796679,344041f
5479.861753405563,7188c07
6713.431949941353,a5d2fa4
7459.859988982526,c4873ac
7170.50383130401,343f2f2
6228.602721224208,537ae62
5345.073936312476,66bbc04
5609.563658237761,739123c
6879.027681476134,59ba538
7845.789289895977,8569843
7460.630770307394,55e1798
6311.701494455733,7d59400
5359.771346553662,b83baad
5657.003875424349,08de83a
7029.017407857744,06fb43f
7975.223046128718,33a2633
7519.721755560096,11c8ada
6392.224994000443,2122ea5
5428.619564278106,e488a74
5766.069921327267,f4f3fc5
6953.622025524889,98ba478
8200.346200681797,91fc5ea
7957.512329337861,e4b7bff
6843.950140352914,269d5f5
5786.100771349249,5e87ed3
5698.800435856427,08803d3
6901.067971398173,520bc05
8145.854373621283,dc92e6d
7950.225071618868,7232204
6643.611928791386,94d431f
5747.220938364949,4583c62
5416.428832071057,900f72c
6508.113588723986,47090d9
7336.948618183458,54e4df0
6923.679851882254,3a78b58
5971.03577413076,a299005
5174.882640028166,f9554af
4739.219023597287,b8515dc
4897.4260852374255,6bba15b
4408.070605944033,e16a3c6
3792.830206886825,90c82ac
3459.7939483903488,52c8be2
3211.3375364915332,8ae0253
4311.70473313798,380f046
4464.892003224816,417fe30
4139.442512287697,2169b3b
3641.9630687153576,2d029d1
3361.448273164218,7bf6309
3151.919475591383,42f87b4
3918.3476826756323,3d28bae
4041.763476938865,95067c9
3838.2557234432766,652c089
3496.6301913596913,7647779
3249.8109056073095,f100720
3016.284889096905,d0eb27d
3574.8279677292526,300de3d
3730.100743349856,9cece62
3669.343739842292,1eb9792
3435.8959225869366,1df5085
3169.4627708967887,5cbb637
2971.622981746313,0ffe6eb
3376.984390988183,c3faade
3563.2661117313382,e35507c
3567.871372380573,ebee31c
3386.06284307744,dbda5c9
3119.5308923599264,ae68cdb
2958.56755810763,ad87bf0
3291.872501104461,9ac146e
3445.3082262524003,5e0f27c
3521.9015996145504,927d69a
3385.670182118615,b8a5d4d
3121.104341877655,be4deab
2971.497807534183,7819852
3247.034855077948,6ca1ab2
3444.7285031771967,cbb99f0
3502.9401513704147,0e8bee5
3376.0410250021414,1be9f88
3139.8157709327274,047a439
2971.0295619875565,095755d
3236.188923770939,7d2e092
3482.882472279942,a9d71c5
3492.940672586852,b0ef410
3455.7099873091593,b16a2d8
3222.630102488106,f5209bf
3046.256105070832,29a2b6f
3245.864959310217,28cc22e
3466.9587004819523,93bb035
3525.0582701538347,0ff10e6
3473.828995906367,44d130a
3207.403463868216,3dc02c6
3133.4002993527033,b98a08f
3248.901173092184,2b1ad0e
3449.8912720706776,2bb68ae
3544.059445092263,fb02738
3483.351441043474,8a32d2b
3302.616537747215,0b82138
3253.0210404321947,5e3b8d7
3288.945975491282,193ad73
3515.0669230220647,929f4e3
3608.65710843388,06c9666
3536.000666645761,b5864a4
3361.784060392603,ed4c6b5
3232.690927425057,f26eb37
3270.8473512976284,aaf9992
3511.222003362125,4894d11
3621.1763744948616,ffae623
3581.831255905447,60f1482
3374.4304044583077,6b461b9
3240.6654469353543,b8840c4
3315.77627921257,b4350db
3578.6379739540407,1ebd5c0
3791.88055341355,b46962a
3685.371309627003,b0df938
3449.3425090690343,c32a0bf
3320.5555261844675,ad4a2ac
3271.837769467819,9f13744
3548.177783812834,bb2781d
3802.052881456716,8c2549d
3680.7176314424573,27a839f
3471.738800900451,3b3bcf2
3315.94618895978,7effe57
3328.0483173242455,0aa8c36
3649.273855702918,0f9c072
3895.2698399941273,4918c10
3822.9598087281165,535d33c
3536.963184188942,7513dcc
3362.9237871072837,79205a9
3311.607739990143,1ec612f
3601.273144090104,665c96f
3865.6224985270223,d50c6d6
3815.0398273395213,e1db582
3540.769385110063,f227a61
3367.850763325559,6be9aeb
3441.3689671717234,5160b3d
3773.015477156461,9d446cf
4156.98682190328,e023963
4098.6137138376125,d0e2efe
3779.2536984189287,168f283
3567.5305028568573,f0315fd
3754.283650807821,b8b94e6
4348.69888725716,d18570d
4927.894931538821,d6db55b
4932.25113413902,92c0daf
4409.235792728057,c0973b2
3941.7014976779956,e01af88
4377.141753210791,f6308d8
5132.219608369751,4f45bfb
6064.675772124528,39ba29e
6136.864153451834,045f712
5260.6996000126055,51d94c4
4672.637948237585,1e7114e
4751.587041841987,6c64c1b
5647.900788696873,3f4d998
6615.972469870522,472ce0c
6664.52383910315,1c54eb4
5777.221302569483,0654cbb
5011.168226951936,6e9cff8
5091.821407511149,7048243
6126.095643568215,b5bbdb4
7280.367206881717,dfe56db
7144.565240871254,0b668b5
6182.883502167342,1ad6a59
5232.079198206889,5e1e1b5
5375.694451968162,1c8035b
6394.075227278908,35c9161
7533.099339856952,fb3e42c
7404.674452510156,6d32358
6224.921115112865,aca11ac
5275.483663441539,2ab2a00
5452.844541956994,8ca228a
6554.633947635808,0630751
7587.723807014162,af8d359
7431.457320629971,3896c31
6248.033780326031,3a94cc2
5296.045737772418,a3000be
5514.28679535848,680a394
6757.012020505183,f633fc6
7651.267533731712,f68f65d
7454.804041441664,5fa3e62
6241.396898534121,d038b89
5274.464655537979,4789d8d
5492.689657746128,4582512
6767.887502531801,2bd5207
7603.183694631711,456d1a1
7413.726448441789,4733310
6198.163661077089,ab52d54
5290.860267829642,aecda2c
5585.851659041892,bd7dc26
6805.458655311788,26bd45b
7805.205870994238,3be0180
7526.55653221354,83ef4b3
6366.743578939083,cd8bf7e
5344.800488568023,f6b232b
5668.120063235335,1439902
7006.053883627017,efe2a55
8312.770531795264,e9be2e6
8044.338499657139,293eff9
6860.81716726228,8f873d6
5760.532904327702,9dad691
5780.012004451789,761b987
7016.3982920011285,b00e6e7
8315.53772546264,92c9e6d
8141.489606065186,209894d
7021.103777721118,e3c2224
5897.271454733078,3213ea1
5644.531538809759,8689412
6866.876501421486,9ae5ae5
7856.31907751045,0e9d117
7573.792076983144,a961b17
6447.636960772603,0488a30
5554.423665732561,98a47c7
5422.21936297948,5ec6f0d
6662.453508516508,6cdd701
7377.1206886249265,558b14c
6944.209193409669,7e973f9
5921.265007732806,3ca68ee
5176.235907887183,822cea2
4682.691433530144,a4b0162
4752.096384627725,302d8cb
4393.160660044827,5758c54
3673.9839677319424,ce52a0e
3393.1161091491726,9ee5f69
3201.311151166981,a77723b
4345.001532892621,fb6c009
4480.525052886445,e1bbdaf
4185.825315070616,05435e8
3606.8117581301117,208d647
3302.485685632373,0540725
3137.9626396132135,6271537
3821.8664831264655,0015a2d
3972.2182144102094,f43af6c
3804.653339767146,457d9e5
3522.5833304465928,5f55fae
3242.0459642875303,73b59df
3032.2000874513074,88208e2
3617.8657766234564,37796fd
3710.308419178357,b499644
3648.1339715167983,16e83be
3390.7571194145567,b20c73e
3179.6395395534405,abc5fbc
3000.0907871294094,796cc6f
3258.709864480519,980e147
3432.349778511625,e24abe7
3526.879690530231,8ef3ba1
3377.7401616116285,a19a474
3118.818442506154,875594a
2974.2740533321567,d44ef2b
3236.7753619013033,c13ec0f
3429.7311649859844,1e05299
3583.899871028268,8e3f62b
3412.539861165532,c7d850d
3181.3492650643234,19069c4
2988.315816223266,836a2f4
3159.226581988892,e9c7e93
3376.07415845015,514817b
3509.397756867809,9366f7a
3376.577859752449,e750482
3163.7627033371386,c76478a
2992.9396019756678,9dbe199
3151.699260673533,5b4b054
3365.4083549253382,20dd7a3
3495.052903809104,73a67aa
3370.789375619585,cd46512
3178.2606745066296,206ac29
3024.228828155425,5f76aae
3189.815953007821,6b86d03
3399.6339946990256,61f2379
3501.723435596868,eac1241
3424.77655682401,4b2a86f
3249.325163129268,939150e
3132.87897686876,e08ca3d
3168.5796237453906,0f1020f
3394.8249289562314,b278717
3473.349895754967,84862a6
3433.4244977158673,ba14c9e
3272.7135009515514,2aaeaa8
3178.79309516367,6cd0340
3180.7667761663156,02dc52f
3410.4251720042066,23eae23
3533.7653876989616,45cc14a
3488.2439382482808,47945a7
3304.3981230361974,afbebd9
3235.4252046587058,34c51ca
3208.569123515465,ec2a1e7
3472.357160011512,74c1fba
3626.9476580334267,1a1c7a4
3561.5871679226866,db49687
3387.186764290711,4c9a69e
3210.3032225787874,02f0fbf
3424.3892147953406,a14536d
3709.913613693298,e4544a8
3712.021974133914,d4a9625
3600.3840583092906,3c4f957
3416.7046330163907,deb2089
3274.327540538729,de0f481
3357.3758838891554,33ae310
3656.028747634453,316af48
3774.8362529516,bf3ec58
3678.571522574159,acf9be2
3433.1639394481404,e251e77
3329.832417726176,053edf6
3362.224451264136,e48bdaa
3649.3941474876665,8be8457
3741.273988904194,b3c0d78
3611.4754190986555,9719996
3440.1117480773833,c84c805
